accuracy,accuracy_drop,balanced_accuracy,balanced_accuracy_drop,case,cost_saving_fraction,delayed_exit_count,exit_disagreement_count,expected_cost_fraction,historical_no_overhead_saving,macro_f1,method,premature_count,reference_accuracy,reference_balanced_accuracy,requested_saving,rescue_count,route_fractions,samples,seed,split,threshold,view,worst_class_accuracy_drop
0.5816,-0.015199999999999991,0.5816,-0.0152,cifar100_strict,0.29927282312157705,755,1570,0.7007271768784229,0.2997591721195463,0.5788971179905591,msp,60,0.5664,0.5664,0.3,136,"[0.5258, 0.47419999999999995]",5000,62,source,0.7866218979286979,matched_compute,0.05999999999999994
0.5714,-0.007800000000000029,0.5714000000000001,-0.007799999999999997,cifar100_strict,0.2995012738200243,766,1605,0.7004987261799758,0.2999872125699986,0.5699679852790308,msp,80,0.5636,0.5636000000000001,0.3,119,"[0.5262, 0.4738]",5000,63,target,0.7866218979286979,matched_compute,0.040000000000000036
0.5762,-0.013800000000000034,0.5762,-0.013800000000000003,cifar100_strict,0.3058978933765461,773,1614,0.6941021066234538,0.3063723451826629,0.5744616334241099,msp,70,0.5624,0.5624,0.3,139,"[0.5374, 0.4626]",5000,64,target,0.7866218979286979,matched_compute,0.05999999999999994
0.5826,-0.011199999999999988,0.5826,-0.011200000000000002,cifar100_strict,0.30110042870915477,775,1533,0.6988995712908452,0.3015834957231647,0.5804454496729798,msp,62,0.5714,0.5714,0.3,118,"[0.529, 0.471]",5000,65,target,0.7866218979286979,matched_compute,0.040000000000000036
0.564,-0.00019999999999997797,0.564,-0.00020000000000000017,cifar100_strict,0.07904634981846526,2177,1599,0.9209536501815347,0.07992817788353057,0.5622469657021706,entropy,0,0.5638,0.5638000000000001,,1,"[0.1402, 0.8598]",5000,60,source,-0.013208943275979016,same_risk,0.0
0.5664,-0.00019999999999997797,0.5664000000000001,-0.00020000000000000017,cifar100_strict,0.07527691329408626,2200,1615,0.9247230867059137,0.07616551045106756,0.5638976570324403,entropy,0,0.5662,0.5662000000000001,,1,"[0.1336, 0.8664000000000001]",5000,61,source,-0.013208943275979016,same_risk,0.0
0.5666,-0.00019999999999997797,0.5666,-0.00019999999999999906,cifar100_strict,0.07904634981846526,2160,1570,0.9209536501815347,0.07992817788353057,0.5648513615826299,entropy,0,0.5664,0.5664,,1,"[0.1402, 0.8598]",5000,62,source,-0.013208943275979016,same_risk,0.0
0.5636,0.0,0.5636000000000001,0.0,cifar100_strict,0.0741346598018503,2179,1605,0.9258653401981497,0.07502530819880615,0.5625770403325432,entropy,0,0.5636,0.5636000000000001,,0,"[0.1316, 0.8684000000000001]",5000,63,target,-0.013208943275979016,same_risk,0.0
0.5628,-0.00039999999999995595,0.5628000000000001,-0.00040000000000000034,cifar100_strict,0.0720786035158254,2273,1614,0.9279213964841746,0.07297294414473554,0.5620525205670328,entropy,0,0.5624,0.5624,,2,"[0.128, 0.872]",5000,64,target,-0.013208943275979016,same_risk,0.0
0.5714,0.0,0.5714,0.0,cifar100_strict,0.07230705421427253,2253,1533,0.9276929457857275,0.07320098459518776,0.5697643701033708,entropy,0,0.5714,0.5714,,0,"[0.1284, 0.8716]",5000,65,target,-0.013208943275979016,same_risk,0.0
0.5646,-0.0008000000000000229,0.5646,-0.0007999999999999996,cifar100_strict,0.10109184221862111,1996,1599,0.8989081577813789,0.10193408135217741,0.5627811449296031,entropy,0,0.5638,0.5638000000000001,0.1,4,"[0.1788, 0.8212]",5000,60,source,-0.03077206296930915,matched_compute,0.0
0.5664,-0.00019999999999997797,0.5664000000000001,-0.00020000000000000017,cifar100_strict,0.09663705359890062,2026,1615,0.9033629464010994,0.09748729256835764,0.5638758069906832,entropy,0,0.5662,0.5662000000000001,0.1,1,"[0.171, 0.829]",5000,61,source,-0.03077206296930915,matched_compute,0.0
0.5664,0.0,0.5664,1.1102230246251566e-18,cifar100_strict,0.10246254640930441,1976,1570,0.8975374535906956,0.10330232405489115,0.5646043439217621,entropy,1,0.5664,0.5664,0.1,1,"[0.1812, 0.8188]",5000,62,source,-0.03077206296930915,matched_compute,0.020000000000000018
0.564,-0.00039999999999995595,0.5640000000000001,-0.00039999999999999926,cifar100_strict,0.09640860290045328,2007,1605,0.9035913970995467,0.0972592521179052,0.5629602956166717,entropy,1,0.5636,0.5636000000000001,0.1,3,"[0.1706, 0.8294]",5000,63,target,-0.03077206296930915,matched_compute,0.020000000000000018
0.5626,-0.00019999999999997797,0.5626000000000001,-0.00020000000000000017,cifar100_strict,0.09732240569424233,2063,1614,0.9026775943057577,0.09817141391971451,0.56185583230067,entropy,1,0.5624,0.5624,0.1,2,"[0.1722, 0.8278]",5000,64,target,-0.03077206296930915,matched_compute,0.0
0.5714,0.0,0.5714,0.0,cifar100_strict,0.09412409591598125,2075,1533,0.9058759040840187,0.09497884761338227,0.5697643701033708,entropy,0,0.5714,0.5714,0.1,0,"[0.1666, 0.8334]",5000,65,target,-0.03077206296930915,matched_compute,0.0
0.5682,-0.0044000000000000705,0.5682,-0.0044,cifar100_strict,0.19886874115402764,1304,1599,0.8011312588459724,0.19953539414576116,0.5659980061817668,entropy,16,0.5638,0.5638000000000001,0.2,38,"[0.35, 0.65]",5000,60,source,-0.28574752376967694,matched_compute,0.039999999999999925
0.5742,-0.008000000000000007,0.5742,-0.007999999999999997,cifar100_strict,0.2020670509322886,1269,1615,0.7979329490677114,0.2027279604520933,0.5716470106068033,entropy,12,0.5662,0.5662000000000001,0.2,52,"[0.3556, 0.6444]",5000,61,source,-0.28574752376967694,matched_compute,0.020000000000000018
0.5724,-0.006000000000000005,0.5723999999999999,-0.006000000000000002,cifar100_strict,0.199097191852475,1292,1570,0.800902808147525,0.19976343459621348,0.5703518679830553,entropy,16,0.5664,0.5664,0.2,46,"[0.3504, 0.6496]",5000,62,source,-0.28574752376967694,matched_compute,0.03999999999999998
0.5692,-0.005600000000000049,0.5692,-0.005599999999999998,cifar100_strict,0.19498507928042497,1289,1605,0.805014920719575,0.19565870648807193,0.5681060124377855,entropy,10,0.5636,0.5636000000000001,0.2,38,"[0.3432, 0.6568]",5000,63,target,-0.28574752376967694,matched_compute,0.020000000000000018
0.5706,-0.008199999999999985,0.5706,-0.0082,cifar100_strict,0.20149592418617057,1311,1614,0.7985040758138294,0.20215785932596253,0.5695353626844832,entropy,16,0.5624,0.5624,0.2,57,"[0.3546, 0.6454]",5000,64,target,-0.28574752376967694,matched_compute,0.020000000000000018
0.5748,-0.0033999999999999586,0.5748000000000001,-0.0034,cifar100_strict,0.19955409324936935,1312,1533,0.8004459067506307,0.20021951549711803,0.5727565070401495,entropy,17,0.5714,0.5714,0.2,34,"[0.3512, 0.6488]",5000,65,target,-0.28574752376967694,matched_compute,0.020000000000000018
0.5716,-0.007800000000000029,0.5715999999999999,-0.007799999999999999,cifar100_strict,0.30349916104285046,756,1599,0.6965008389571495,0.30397792045291383,0.5688080209647777,entropy,97,0.5638,0.5638000000000001,0.3,136,"[0.5332, 0.4668]",5000,60,source,-0.7010032520440264,matched_compute,0.07999999999999996
0.5784,-0.012199999999999989,0.5784,-0.012200000000000003,cifar100_strict,0.29493225985108,770,1615,0.70506774014892,0.2954264035609526,0.5762354389122695,entropy,66,0.5662,0.5662000000000001,0.3,127,"[0.5182, 0.4818]",5000,61,source,-0.7010032520440264,matched_compute,0.040000000000000036
0.5774,-0.01100000000000001,0.5773999999999999,-0.011000000000000001,cifar100_strict,0.2980163442801173,764,1570,0.7019836557198826,0.29850494964205865,0.5747588912337086,entropy,83,0.5664,0.5664,0.3,138,"[0.5236, 0.47640000000000005]",5000,62,source,-0.7010032520440264,matched_compute,0.07999999999999996
0.571,-0.007399999999999962,0.5710000000000001,-0.007399999999999997,cifar100_strict,0.2998439498676951,743,1605,0.700156050132305,0.30032927324567704,0.5694488408054499,entropy,86,0.5636,0.5636000000000001,0.3,123,"[0.5268, 0.47319999999999995]",5000,63,target,-0.7010032520440264,matched_compute,0.06000000000000005
0.5782,-0.015800000000000036,0.5782,-0.0158,cifar100_strict,0.30726859756722935,726,1614,0.6927314024327706,0.3077405878853767,0.5767299665695607,entropy,81,0.5624,0.5624,0.3,160,"[0.5398, 0.46020000000000005]",5000,64,target,-0.7010032520440264,matched_compute,0.08000000000000007
0.58,-0.008599999999999941,0.58,-0.008599999999999998,cifar100_strict,0.30155733010604924,768,1533,0.6984426698939508,0.30203957662406933,0.5776813578485912,entropy,74,0.5714,0.5714,0.3,117,"[0.5298, 0.47019999999999995]",5000,65,target,-0.7010032520440264,matched_compute,0.06000000000000005
0.564,-0.00019999999999997797,0.564,-0.00020000000000000017,cifar100_strict,0.07356353305573238,2222,1599,0.9264364669442676,0.0744552070726755,0.5622469657021706,margin,0,0.5638,0.5638000000000001,,1,"[0.1306, 0.8694]",5000,60,source,0.9977281781026803,same_risk,0.0
0.5662,0.0,0.5662000000000001,0.0,cifar100_strict,0.0720786035158254,2227,1615,0.9279213964841746,0.07297294414473554,0.5636927490600536,margin,0,0.5662,0.5662000000000001,,0,"[0.128, 0.872]",5000,61,source,0.9977281781026803,same_risk,0.0
0.5664,0.0,0.5664,0.0,cifar100_strict,0.07573381469098073,2187,1570,0.9242661853090193,0.07662159135197222,0.5646668676812033,margin,0,0.5664,0.5664,,0,"[0.1344, 0.8656]",5000,62,source,0.9977281781026803,same_risk,0.0
0.5636,0.0,0.5636000000000001,0.0,cifar100_strict,0.07173592746815449,2199,1605,0.9282640725318455,0.072630883469057,0.5625770403325432,margin,0,0.5636,0.5636000000000001,,0,"[0.1274, 0.8726]",5000,63,target,0.9977281781026803,same_risk,0.0
0.5626,-0.00019999999999997797,0.5626000000000001,-0.00020000000000000017,cifar100_strict,0.06922296978523523,2297,1614,0.9307770302147648,0.07012243851408173,0.5618670877119255,margin,0,0.5624,0.5624,,1,"[0.123, 0.877]",5000,64,target,0.9977281781026803,same_risk,0.0
0.5714,0.0,0.5714,0.0,cifar100_strict,0.06876606838834087,2283,1533,0.9312339316116591,0.06966635761317719,0.5697643701033708,margin,0,0.5714,0.5714,,0,"[0.1222, 0.8778]",5000,65,target,0.9977281781026803,same_risk,0.0
0.5646,-0.0008000000000000229,0.5646,-0.0007999999999999996,cifar100_strict,0.10143451826629202,1996,1599,0.898565481733708,0.10227614202785584,0.5627811449296031,margin,0,0.5638,0.5638000000000001,0.1,4,"[0.1794, 0.8206]",5000,60,source,0.992883964254349,matched_compute,0.0
0.5664,-0.00019999999999997797,0.5664000000000001,-0.00020000000000000017,cifar100_strict,0.09618015220200615,2031,1615,0.9038198477979938,0.09703121166745299,0.5638758069906832,margin,0,0.5662,0.5662000000000001,0.1,1,"[0.1702, 0.8298]",5000,61,source,0.992883964254349,matched_compute,0.0
0.5664,0.0,0.5664,1.1102230246251566e-18,cifar100_strict,0.10257677175852808,1979,1570,0.8974232282414719,0.10341634428011737,0.5645626084120954,margin,2,0.5664,0.5664,0.1,2,"[0.1814, 0.8186]",5000,62,source,0.992883964254349,matched_compute,0.020000000000000018
0.5638,-0.00019999999999997797,0.5638000000000001,-0.00020000000000000017,cifar100_strict,0.09755085639268946,2001,1605,0.9024491436073105,0.09839945437016673,0.562770606079156,margin,1,0.5636,0.5636000000000001,0.1,2,"[0.1726, 0.8274]",5000,63,target,0.992883964254349,matched_compute,0.020000000000000018
0.563,-0.0005999999999999339,0.5630000000000001,-0.0006000000000000005,cifar100_strict,0.09755085639268946,2061,1614,0.9024491436073105,0.09839945437016673,0.5622415165223703,margin,0,0.5624,0.5624,0.1,3,"[0.1726, 0.8274]",5000,64,target,0.992883964254349,matched_compute,0.0
0.5714,0.0,0.5714,0.0,cifar100_strict,0.09560902545588812,2063,1533,0.9043909745441119,0.09646111054132223,0.5697643701033708,margin,0,0.5714,0.5714,0.1,0,"[0.1692, 0.8308]",5000,65,target,0.992883964254349,matched_compute,0.0
0.5696,-0.005800000000000027,0.5695999999999999,-0.005799999999999997,cifar100_strict,0.20286662837685376,1286,1599,0.7971333716231462,0.20352610202867627,0.5673228245983128,margin,15,0.5638,0.5638000000000001,0.2,44,"[0.357, 0.643]",5000,60,source,0.8959685498665314,matched_compute,0.039999999999999925
0.5748,-0.008599999999999941,0.5748,-0.008599999999999997,cifar100_strict,0.20286662837685376,1269,1615,0.7971333716231462,0.20352610202867627,0.5722877698261088,margin,10,0.5662,0.5662000000000001,0.2,53,"[0.357, 0.643]",5000,61,source,0.8959685498665314,matched_compute,0.020000000000000018
0.572,-0.005599999999999938,0.572,-0.005600000000000002,cifar100_strict,0.20115324813849977,1289,1570,0.7988467518615002,0.2018157986502841,0.5699617214392866,margin,18,0.5664,0.5664,0.2,46,"[0.354, 0.646]",5000,62,source,0.8959685498665314,matched_compute,0.03999999999999998
0.5694,-0.005800000000000027,0.5694,-0.005799999999999999,cifar100_strict,0.20046789604315818,1267,1605,0.7995321039568418,0.20113167729892723,0.5682032994806798,margin,12,0.5636,0.5636000000000001,0.2,41,"[0.3528, 0.6472]",5000,63,target,0.8959685498665314,matched_compute,0.020000000000000018
0.5718,-0.009399999999999964,0.5718000000000001,-0.009399999999999999,cifar100_strict,0.20595071280589128,1296,1614,0.7940492871941087,0.2066046481097824,0.5705879826288357,margin,17,0.5624,0.5624,0.2,64,"[0.3624, 0.6376]",5000,64,target,0.8959685498665314,matched_compute,0.020000000000000018
0.5758,-0.0043999999999999595,0.5758000000000001,-0.004399999999999998,cifar100_strict,0.20263817767840664,1309,1533,0.7973618223215934,0.20329806157822405,0.5738024284020041,margin,14,0.5714,0.5714,0.2,36,"[0.3566, 0.6434]",5000,65,target,0.8959685498665314,matched_compute,0.020000000000000018
0.5742,-0.010400000000000076,0.5741999999999999,-0.0104,cifar100_strict,0.30247113289983796,793,1599,0.697528867100162,0.3029517384258784,0.5712695504294337,margin,72,0.5638,0.5638000000000001,0.3,124,"[0.5314, 0.4686]",5000,60,source,0.6633845045198037,matched_compute,0.07999999999999996
0.583,-0.016799999999999926,0.583,-0.016800000000000002,cifar100_strict,0.29573183729564523,804,1615,0.7042681627043548,0.2962245451375356,0.5803358684829507,margin,45,0.5662,0.5662000000000001,0.3,129,"[0.5196, 0.48040000000000005]",5000,61,source,0.6633845045198037,matched_compute,0.040000000000000036
0.5808,-0.014399999999999968,0.5807999999999999,-0.014400000000000003,cifar100_strict,0.2965314147402105,782,1570,0.7034685852597895,0.2970226867141187,0.5782094810530708,margin,61,0.5664,0.5664,0.3,133,"[0.521, 0.479]",5000,62,source,0.6633845045198037,matched_compute,0.05999999999999994
0.5732,-0.009600000000000053,0.5732,-0.009599999999999996,cifar100_strict,0.2997297245184714,779,1605,0.7002702754815286,0.3002152530204508,0.5718253339929081,margin,70,0.5636,0.5636000000000001,0.3,118,"[0.5266, 0.47340000000000004]",5000,63,target,0.6633845045198037,matched_compute,0.040000000000000036
0.5786,-0.016199999999999992,0.5786,-0.016200000000000003,cifar100_strict,0.30475563988431015,784,1614,0.6952443601156899,0.30523214293040146,0.5768369177298177,margin,62,0.5624,0.5624,0.3,143,"[0.5354, 0.4646]",5000,64,target,0.6633845045198037,matched_compute,0.05999999999999994
0.5848,-0.013399999999999967,0.5848,-0.013400000000000002,cifar100_strict,0.29767366823244656,804,1533,0.7023263317675534,0.2981628889663802,0.582371072421499,margin,58,0.5714,0.5714,0.3,125,"[0.523, 0.477]",5000,65,target,0.6633845045198037,matched_compute,0.040000000000000036
0.574,-0.010199999999999987,0.5740000000000001,-0.010199999999999996,cifar100_relaxed,0.23873338803306599,1075,1599,0.761266611966934,0.23932845274968717,0.5714079457611502,msp,26,0.5638,0.5638000000000001,,77,"[0.4198, 0.5802]",5000,60,source,0.8934412829496858,same_risk,0.039999999999999925
0.5768,-0.010599999999999943,0.5768,-0.010599999999999997,cifar100_relaxed,0.2335932473180038,1084,1615,0.7664067526819962,0.23419754261451053,0.5744835732836555,msp,19,0.5662,0.5662000000000001,,72,"[0.4108, 0.5892]",5000,61,source,0.8934412829496858,same_risk,0.020000000000000018
0.5766,-0.010199999999999987,0.5766,-0.0102,cifar100_relaxed,0.2339359233656746,1088,1570,0.7660640766343254,0.23453960329018897,0.5743315608619841,msp,26,0.5664,0.5664,,77,"[0.4114, 0.5886]",5000,62,source,0.8934412829496858,same_risk,0.040000000000000036
0.577,-0.01100000000000001,0.5770000000000001,-0.011000000000000001,cifar100_relaxed,0.24513000758958792,1032,1564,0.7548699924104121,0.24571358536235155,0.5738807502463371,msp,28,0.566,0.5660000000000001,,83,"[0.431, 0.569]",5000,66,target,0.8934412829496858,same_risk,0.040000000000000036
0.5704,-0.008600000000000052,0.5704,-0.008600000000000002,cifar100_relaxed,0.2418174724621034,1078,1602,0.7581825275378966,0.2424069988307932,0.5681363024971471,msp,27,0.5618,0.5618,,70,"[0.4252, 0.5748]",5000,67,target,0.8934412829496858,same_risk,0.03999999999999998
0.5782,-0.009000000000000008,0.5782,-0.009,cifar100_relaxed,0.24695761317716558,1049,1567,0.7530423868228344,0.24753790896596983,0.5759030931050806,msp,37,0.5692,0.5692,,82,"[0.4342, 0.5658000000000001]",5000,68,target,0.8934412829496858,same_risk,0.039999999999999925
0.5646,-0.0008000000000000229,0.5646,-0.0007999999999999996,cifar100_relaxed,0.09983536337716148,2007,1599,0.9001646366228385,0.10067985887468978,0.5627811449296031,msp,0,0.5638,0.5638000000000001,0.1,4,"[0.1766, 0.8234]",5000,60,source,0.9960346994462443,matched_compute,0.0
0.5664,-0.00019999999999997797,0.5664000000000001,-0.00020000000000000017,cifar100_relaxed,0.09492367336054652,2041,1615,0.9050763266394535,0.09577698918996536,0.5638758069906832,msp,0,0.5662,0.5662000000000001,0.1,1,"[0.168, 0.832]",5000,61,source,0.9960346994462443,matched_compute,0.0
0.5664,0.0,0.5664,1.1102230246251566e-18,cifar100_relaxed,0.10029226477405595,1995,1570,0.899707735225944,0.10113593977559432,0.5646043439217621,msp,1,0.5664,0.5664,0.1,1,"[0.1774, 0.8226]",5000,62,source,0.9960346994462443,matched_compute,0.020000000000000018
0.5668,-0.0008000000000000229,0.5668000000000002,-0.0008000000000000001,cifar100_relaxed,0.10040649012327951,1992,1564,0.8995935098767205,0.10124996000082043,0.5644635410220215,msp,0,0.566,0.5660000000000001,0.1,4,"[0.1776, 0.8224]",5000,66,target,0.9960346994462443,matched_compute,0.0
0.5624,-0.0006000000000000449,0.5624,-0.0006,cifar100_relaxed,0.09663705359890062,2042,1602,0.9033629464010994,0.09748729256835764,0.5609284813887208,msp,0,0.5618,0.5618,0.1,3,"[0.171, 0.829]",5000,67,target,0.9960346994462443,matched_compute,0.0
0.5706,-0.0013999999999999568,0.5706000000000001,-0.0013999999999999991,cifar100_relaxed,0.10257677175852808,1991,1567,0.8974232282414719,0.10341634428011737,0.5685461076445931,msp,0,0.5692,0.5692,0.1,7,"[0.1814, 0.8186]",5000,68,target,0.9960346994462443,matched_compute,0.0
0.5686,-0.0048000000000000265,0.5686,-0.004799999999999998,cifar100_relaxed,0.19978254394781658,1301,1599,0.8002174560521834,0.20044755594757035,0.5663389730733421,msp,16,0.5638,0.5638000000000001,0.2,40,"[0.3516, 0.6484]",5000,60,source,0.939380182313185,matched_compute,0.039999999999999925
0.5748,-0.008599999999999941,0.5748000000000001,-0.008599999999999998,cifar100_relaxed,0.20149592418617057,1277,1615,0.7985040758138294,0.20215785932596253,0.5722224575026192,msp,10,0.5662,0.5662000000000001,0.2,53,"[0.3546, 0.6454]",5000,61,source,0.939380182313185,matched_compute,0.020000000000000018
0.5722,-0.005800000000000027,0.5721999999999999,-0.005800000000000002,cifar100_relaxed,0.19875451580480408,1302,1570,0.8012454841951959,0.19942137392053494,0.5701202761130384,msp,16,0.5664,0.5664,0.2,45,"[0.3498, 0.6502]",5000,62,source,0.939380182313185,matched_compute,0.03999999999999998
0.5738,-0.007800000000000029,0.5738000000000002,-0.007799999999999998,cifar100_relaxed,0.20914902258415213,1237,1564,0.7908509774158479,0.20979721441611454,0.5711548349601961,msp,14,0.566,0.5660000000000001,0.2,53,"[0.368, 0.632]",5000,66,target,0.939380182313185,matched_compute,0.020000000000000018
0.5682,-0.006400000000000072,0.5682,-0.0064,cifar100_relaxed,0.20663606490123276,1259,1602,0.7933639350987672,0.20728876946113917,0.5662894078823071,msp,12,0.5618,0.5618,0.2,44,"[0.3636, 0.6364000000000001]",5000,67,target,0.939380182313185,matched_compute,0.020000000000000018
0.5754,-0.006199999999999983,0.5754,-0.006200000000000001,cifar100_relaxed,0.21120507887017703,1244,1567,0.788794921129823,0.21184957847018515,0.5730683822414354,msp,20,0.5692,0.5692,0.2,51,"[0.3716, 0.6284000000000001]",5000,68,target,0.939380182313185,matched_compute,0.020000000000000018
0.5752,-0.011400000000000077,0.5751999999999999,-0.0114,cifar100_relaxed,0.3033849356936268,765,1599,0.6966150643063732,0.3038639002276877,0.572547697303631,msp,75,0.5638,0.5638000000000001,0.3,132,"[0.533, 0.46699999999999997]",5000,60,source,0.7866218979286979,matched_compute,0.07999999999999996
0.5808,-0.014599999999999946,0.5808,-0.0146,cifar100_relaxed,0.29379000635884395,803,1615,0.7062099936411561,0.2942862013086911,0.5784176266227347,msp,49,0.5662,0.5662000000000001,0.3,122,"[0.5162, 0.4838]",5000,61,source,0.7866218979286979,matched_compute,0.040000000000000036
0.5816,-0.015199999999999991,0.5816,-0.0152,cifar100_relaxed,0.29927282312157705,755,1570,0.7007271768784229,0.2997591721195463,0.5788971179905591,msp,60,0.5664,0.5664,0.3,136,"[0.5258, 0.47419999999999995]",5000,62,source,0.7866218979286979,matched_compute,0.05999999999999994
0.5772,-0.011200000000000099,0.5771999999999999,-0.011199999999999996,cifar100_relaxed,0.31092380874238484,740,1564,0.6890761912576151,0.3113892350926135,0.5737363052362843,msp,75,0.566,0.5660000000000001,0.3,131,"[0.5462, 0.4538]",5000,66,target,0.7866218979286979,matched_compute,0.06000000000000005
0.5746,-0.012800000000000034,0.5745999999999999,-0.012799999999999999,cifar100_relaxed,0.3070401468687822,745,1602,0.6929598531312178,0.3075125474349244,0.571867634857984,msp,76,0.5618,0.5618,0.3,140,"[0.5394, 0.4606]",5000,67,target,0.7866218979286979,matched_compute,0.06000000000000005
0.5832,-0.014000000000000012,0.5832,-0.013999999999999995,cifar100_relaxed,0.30932465385325436,736,1567,0.6906753461467456,0.30979295193944734,0.5805517789149018,msp,75,0.5692,0.5692,0.3,145,"[0.5434, 0.4566]",5000,68,target,0.7866218979286979,matched_compute,0.040000000000000036
0.575,-0.011199999999999988,0.575,-0.011199999999999996,cifar100_relaxed,0.25529606367048885,974,1599,0.7447039363295112,0.2558613854074788,0.5725677243505474,entropy,35,0.5638,0.5638000000000001,,91,"[0.4488, 0.5512]",5000,60,source,-0.5103941981866675,same_risk,0.039999999999999925
0.5778,-0.011599999999999944,0.5778,-0.011600000000000001,cifar100_relaxed,0.250041697606203,984,1615,0.749958302393797,0.25061645504707597,0.5755406124222011,entropy,29,0.5662,0.5662000000000001,,87,"[0.4396, 0.5604]",5000,61,source,-0.5103941981866675,same_risk,0.020000000000000018
0.5764,-0.010000000000000009,0.5764,-0.01,cifar100_relaxed,0.2523262045906751,981,1570,0.7476737954093249,0.2528968595515989,0.574015802109956,entropy,39,0.5664,0.5664,,89,"[0.4436, 0.5564]",5000,62,source,-0.5103941981866675,same_risk,0.040000000000000036
0.5764,-0.010400000000000076,0.5764,-0.0104,cifar100_relaxed,0.26135000717934,938,1564,0.73864999282066,0.26190445734446477,0.5732129294568192,entropy,43,0.566,0.5660000000000001,,95,"[0.4594, 0.5406]",5000,66,target,-0.5103941981866675,same_risk,0.06000000000000005
0.5706,-0.00880000000000003,0.5706,-0.008800000000000002,cifar100_relaxed,0.2615784578777871,958,1602,0.7384215421222129,0.262132497794917,0.5685515256867761,entropy,43,0.5618,0.5618,,87,"[0.4598, 0.5402]",5000,67,target,-0.5103941981866675,same_risk,0.040000000000000036
0.5788,-0.009599999999999942,0.5788,-0.009599999999999996,cifar100_relaxed,0.26317761276691765,957,1567,0.7368223872330824,0.26372878094808316,0.5763872478181189,entropy,54,0.5692,0.5692,,102,"[0.4626, 0.5374]",5000,68,target,-0.5103941981866675,same_risk,0.040000000000000036
0.5646,-0.0008000000000000229,0.5646,-0.0007999999999999996,cifar100_relaxed,0.10109184221862111,1996,1599,0.8989081577813789,0.10193408135217741,0.5627811449296031,entropy,0,0.5638,0.5638000000000001,0.1,4,"[0.1788, 0.8212]",5000,60,source,-0.03077206296930915,matched_compute,0.0
0.5664,-0.00019999999999997797,0.5664000000000001,-0.00020000000000000017,cifar100_relaxed,0.09663705359890062,2026,1615,0.9033629464010994,0.09748729256835764,0.5638758069906832,entropy,0,0.5662,0.5662000000000001,0.1,1,"[0.171, 0.829]",5000,61,source,-0.03077206296930915,matched_compute,0.0
0.5664,0.0,0.5664,1.1102230246251566e-18,cifar100_relaxed,0.10246254640930441,1976,1570,0.8975374535906956,0.10330232405489115,0.5646043439217621,entropy,1,0.5664,0.5664,0.1,1,"[0.1812, 0.8188]",5000,62,source,-0.03077206296930915,matched_compute,0.020000000000000018
0.5666,-0.0006000000000000449,0.5666000000000001,-0.0006000000000000005,cifar100_relaxed,0.10120606756784489,1983,1564,0.8987939324321551,0.10204810157740363,0.5642545191312605,entropy,0,0.566,0.5660000000000001,0.1,3,"[0.179, 0.821]",5000,66,target,-0.03077206296930915,matched_compute,0.0
0.5624,-0.0006000000000000449,0.5624,-0.0006,cifar100_relaxed,0.09846465918647829,2026,1602,0.9015353408135217,0.09931161617197604,0.5609284813887208,entropy,0,0.5618,0.5618,0.1,3,"[0.1742, 0.8258]",5000,67,target,-0.03077206296930915,matched_compute,0.0
0.5706,-0.0013999999999999568,0.5706000000000001,-0.0013999999999999991,cifar100_relaxed,0.10406170129843495,1978,1567,0.895938298701565,0.10489860720805722,0.5685461076445931,entropy,0,0.5692,0.5692,0.1,7,"[0.184, 0.8160000000000001]",5000,68,target,-0.03077206296930915,matched_compute,0.0
0.5682,-0.0044000000000000705,0.5682,-0.0044,cifar100_relaxed,0.19886874115402764,1304,1599,0.8011312588459724,0.19953539414576116,0.5659980061817668,entropy,16,0.5638,0.5638000000000001,0.2,38,"[0.35, 0.65]",5000,60,source,-0.28574752376967694,matched_compute,0.039999999999999925
0.5742,-0.008000000000000007,0.5742,-0.007999999999999997,cifar100_relaxed,0.2020670509322886,1269,1615,0.7979329490677114,0.2027279604520933,0.5716470106068033,entropy,12,0.5662,0.5662000000000001,0.2,52,"[0.3556, 0.6444]",5000,61,source,-0.28574752376967694,matched_compute,0.020000000000000018
0.5724,-0.006000000000000005,0.5723999999999999,-0.006000000000000002,cifar100_relaxed,0.199097191852475,1292,1570,0.800902808147525,0.19976343459621348,0.5703518679830553,entropy,16,0.5664,0.5664,0.2,46,"[0.3504, 0.6496]",5000,62,source,-0.28574752376967694,matched_compute,0.03999999999999998
0.5732,-0.007200000000000095,0.5732000000000002,-0.007199999999999997,cifar100_relaxed,0.2085778958380341,1232,1564,0.7914221041619659,0.20922711328998378,0.570687435726812,entropy,14,0.566,0.5660000000000001,0.2,50,"[0.367, 0.633]",5000,66,target,-0.28574752376967694,matched_compute,0.020000000000000018
0.5682,-0.006400000000000072,0.5682,-0.0064,cifar100_relaxed,0.20766409304424527,1249,1602,0.7923359069557547,0.20831495148817458,0.566265492752398,entropy,12,0.5618,0.5618,0.2,44,"[0.3654, 0.6346]",5000,67,target,-0.28574752376967694,matched_compute,0.020000000000000018
0.5742,-0.0050000000000000044,0.5742,-0.005000000000000002,cifar100_relaxed,0.21143352956862438,1241,1567,0.7885664704313756,0.21207761892063748,0.5719594018322072,entropy,20,0.5692,0.5692,0.2,45,"[0.372, 0.628]",5000,68,target,-0.28574752376967694,matched_compute,0.039999999999999925
