case,class_id,final_correct,policy_correct,seed,split,strategy,support
cifar100_strict,92,10,10,62,source_F,I,25
cifar100_strict,93,8,8,62,source_F,I,25
cifar100_strict,94,20,20,62,source_F,I,25
cifar100_strict,95,12,12,62,source_F,I,25
cifar100_strict,96,13,13,62,source_F,I,25
cifar100_strict,97,14,14,62,source_F,I,25
cifar100_strict,98,14,14,62,source_F,I,25
cifar100_strict,99,14,14,62,source_F,I,25
cifar100_strict,0,17,17,63,target_E,I,25
cifar100_strict,1,17,17,63,target_E,I,25
cifar100_strict,2,7,7,63,target_E,I,25
cifar100_strict,3,7,7,63,target_E,I,25
cifar100_strict,4,8,8,63,target_E,I,25
cifar100_strict,5,14,14,63,target_E,I,25
cifar100_strict,6,15,15,63,target_E,I,25
cifar100_strict,7,14,14,63,target_E,I,25
cifar100_strict,8,16,16,63,target_E,I,25
cifar100_strict,9,17,18,63,target_E,I,25
cifar100_strict,10,10,10,63,target_E,I,25
cifar100_strict,11,7,7,63,target_E,I,25
cifar100_strict,12,13,13,63,target_E,I,25
cifar100_strict,13,11,11,63,target_E,I,25
cifar100_strict,14,15,15,63,target_E,I,25
cifar100_strict,15,12,12,63,target_E,I,25
cifar100_strict,16,17,17,63,target_E,I,25
cifar100_strict,17,17,17,63,target_E,I,25
cifar100_strict,18,14,14,63,target_E,I,25
cifar100_strict,19,9,9,63,target_E,I,25
cifar100_strict,20,21,21,63,target_E,I,25
cifar100_strict,21,12,12,63,target_E,I,25
cifar100_strict,22,11,11,63,target_E,I,25
cifar100_strict,23,23,23,63,target_E,I,25
cifar100_strict,24,18,19,63,target_E,I,25
cifar100_strict,25,7,7,63,target_E,I,25
cifar100_strict,26,13,13,63,target_E,I,25
cifar100_strict,27,12,12,63,target_E,I,25
cifar100_strict,28,18,18,63,target_E,I,25
cifar100_strict,29,14,14,63,target_E,I,25
cifar100_strict,30,11,11,63,target_E,I,25
cifar100_strict,31,17,17,63,target_E,I,25
cifar100_strict,32,15,15,63,target_E,I,25
cifar100_strict,33,13,13,63,target_E,I,25
cifar100_strict,34,18,18,63,target_E,I,25
cifar100_strict,35,7,7,63,target_E,I,25
cifar100_strict,36,14,14,63,target_E,I,25
cifar100_strict,37,9,9,63,target_E,I,25
cifar100_strict,38,11,11,63,target_E,I,25
cifar100_strict,39,22,22,63,target_E,I,25
cifar100_strict,40,14,14,63,target_E,I,25
cifar100_strict,41,19,19,63,target_E,I,25
cifar100_strict,42,8,8,63,target_E,I,25
cifar100_strict,43,12,12,63,target_E,I,25
cifar100_strict,44,11,11,63,target_E,I,25
cifar100_strict,45,6,6,63,target_E,I,25
cifar100_strict,46,9,9,63,target_E,I,25
cifar100_strict,47,17,17,63,target_E,I,25
cifar100_strict,48,19,20,63,target_E,I,25
cifar100_strict,49,16,16,63,target_E,I,25
cifar100_strict,50,8,8,63,target_E,I,25
cifar100_strict,51,13,14,63,target_E,I,25
cifar100_strict,52,20,20,63,target_E,I,25
cifar100_strict,53,22,22,63,target_E,I,25
cifar100_strict,54,19,19,63,target_E,I,25
cifar100_strict,55,6,6,63,target_E,I,25
cifar100_strict,56,19,19,63,target_E,I,25
cifar100_strict,57,16,16,63,target_E,I,25
cifar100_strict,58,17,18,63,target_E,I,25
cifar100_strict,59,16,16,63,target_E,I,25
cifar100_strict,60,20,20,63,target_E,I,25
cifar100_strict,61,15,15,63,target_E,I,25
cifar100_strict,62,16,16,63,target_E,I,25
cifar100_strict,63,17,17,63,target_E,I,25
cifar100_strict,64,10,10,63,target_E,I,25
cifar100_strict,65,14,14,63,target_E,I,25
cifar100_strict,66,16,16,63,target_E,I,25
cifar100_strict,67,15,15,63,target_E,I,25
cifar100_strict,68,22,22,63,target_E,I,25
cifar100_strict,69,17,17,63,target_E,I,25
cifar100_strict,70,13,12,63,target_E,I,25
cifar100_strict,71,18,19,63,target_E,I,25
cifar100_strict,72,3,3,63,target_E,I,25
cifar100_strict,73,11,11,63,target_E,I,25
cifar100_strict,74,9,9,63,target_E,I,25
cifar100_strict,75,22,22,63,target_E,I,25
cifar100_strict,76,18,18,63,target_E,I,25
cifar100_strict,77,13,12,63,target_E,I,25
cifar100_strict,78,14,14,63,target_E,I,25
cifar100_strict,79,11,11,63,target_E,I,25
cifar100_strict,80,11,11,63,target_E,I,25
cifar100_strict,81,17,17,63,target_E,I,25
cifar100_strict,82,21,21,63,target_E,I,25
cifar100_strict,83,14,14,63,target_E,I,25
cifar100_strict,84,15,15,63,target_E,I,25
cifar100_strict,85,19,19,63,target_E,I,25
cifar100_strict,86,17,18,63,target_E,I,25
cifar100_strict,87,16,16,63,target_E,I,25
cifar100_strict,88,17,17,63,target_E,I,25
cifar100_strict,89,16,17,63,target_E,I,25
cifar100_strict,90,13,13,63,target_E,I,25
cifar100_strict,91,11,12,63,target_E,I,25
cifar100_strict,92,10,10,63,target_E,I,25
cifar100_strict,93,11,11,63,target_E,I,25
cifar100_strict,94,22,22,63,target_E,I,25
cifar100_strict,95,11,11,63,target_E,I,25
cifar100_strict,96,10,10,63,target_E,I,25
cifar100_strict,97,8,8,63,target_E,I,25
cifar100_strict,98,7,7,63,target_E,I,25
cifar100_strict,99,17,17,63,target_E,I,25
cifar100_strict,0,21,21,64,target_E,I,25
cifar100_strict,1,23,23,64,target_E,I,25
cifar100_strict,2,9,9,64,target_E,I,25
cifar100_strict,3,6,6,64,target_E,I,25
cifar100_strict,4,8,8,64,target_E,I,25
cifar100_strict,5,17,17,64,target_E,I,25
cifar100_strict,6,16,16,64,target_E,I,25
cifar100_strict,7,7,7,64,target_E,I,25
cifar100_strict,8,16,17,64,target_E,I,25
cifar100_strict,9,17,17,64,target_E,I,25
cifar100_strict,10,11,11,64,target_E,I,25
cifar100_strict,11,9,9,64,target_E,I,25
cifar100_strict,12,14,14,64,target_E,I,25
cifar100_strict,13,14,14,64,target_E,I,25
cifar100_strict,14,16,16,64,target_E,I,25
cifar100_strict,15,14,14,64,target_E,I,25
cifar100_strict,16,18,18,64,target_E,I,25
cifar100_strict,17,17,17,64,target_E,I,25
cifar100_strict,18,10,10,64,target_E,I,25
cifar100_strict,19,16,16,64,target_E,I,25
cifar100_strict,20,21,21,64,target_E,I,25
cifar100_strict,21,16,15,64,target_E,I,25
cifar100_strict,22,12,12,64,target_E,I,25
cifar100_strict,23,16,16,64,target_E,I,25
cifar100_strict,24,17,17,64,target_E,I,25
cifar100_strict,25,8,9,64,target_E,I,25
cifar100_strict,26,13,13,64,target_E,I,25
cifar100_strict,27,12,12,64,target_E,I,25
cifar100_strict,28,20,20,64,target_E,I,25
cifar100_strict,29,14,14,64,target_E,I,25
cifar100_strict,30,7,7,64,target_E,I,25
cifar100_strict,31,18,18,64,target_E,I,25
cifar100_strict,32,15,15,64,target_E,I,25
cifar100_strict,33,13,13,64,target_E,I,25
cifar100_strict,34,17,17,64,target_E,I,25
cifar100_strict,35,9,9,64,target_E,I,25
cifar100_strict,36,14,14,64,target_E,I,25
cifar100_strict,37,10,11,64,target_E,I,25
cifar100_strict,38,13,13,64,target_E,I,25
cifar100_strict,39,20,20,64,target_E,I,25
cifar100_strict,40,12,11,64,target_E,I,25
cifar100_strict,41,18,18,64,target_E,I,25
cifar100_strict,42,9,10,64,target_E,I,25
cifar100_strict,43,9,10,64,target_E,I,25
cifar100_strict,44,8,8,64,target_E,I,25
cifar100_strict,45,10,10,64,target_E,I,25
cifar100_strict,46,9,9,64,target_E,I,25
cifar100_strict,47,12,12,64,target_E,I,25
cifar100_strict,48,17,17,64,target_E,I,25
cifar100_strict,49,19,19,64,target_E,I,25
cifar100_strict,50,7,7,64,target_E,I,25
cifar100_strict,51,17,17,64,target_E,I,25
cifar100_strict,52,19,19,64,target_E,I,25
cifar100_strict,53,21,21,64,target_E,I,25
cifar100_strict,54,18,18,64,target_E,I,25
cifar100_strict,55,5,5,64,target_E,I,25
cifar100_strict,56,19,19,64,target_E,I,25
cifar100_strict,57,15,15,64,target_E,I,25
cifar100_strict,58,20,20,64,target_E,I,25
cifar100_strict,59,12,12,64,target_E,I,25
cifar100_strict,60,16,17,64,target_E,I,25
cifar100_strict,61,16,16,64,target_E,I,25
cifar100_strict,62,16,17,64,target_E,I,25
cifar100_strict,63,17,17,64,target_E,I,25
cifar100_strict,64,12,12,64,target_E,I,25
cifar100_strict,65,12,12,64,target_E,I,25
cifar100_strict,66,17,17,64,target_E,I,25
cifar100_strict,67,16,16,64,target_E,I,25
cifar100_strict,68,22,22,64,target_E,I,25
cifar100_strict,69,20,20,64,target_E,I,25
cifar100_strict,70,15,15,64,target_E,I,25
cifar100_strict,71,17,17,64,target_E,I,25
cifar100_strict,72,6,6,64,target_E,I,25
cifar100_strict,73,10,10,64,target_E,I,25
cifar100_strict,74,8,8,64,target_E,I,25
cifar100_strict,75,18,19,64,target_E,I,25
cifar100_strict,76,18,17,64,target_E,I,25
cifar100_strict,77,8,8,64,target_E,I,25
cifar100_strict,78,12,12,64,target_E,I,25
cifar100_strict,79,9,9,64,target_E,I,25
cifar100_strict,80,11,11,64,target_E,I,25
cifar100_strict,81,14,14,64,target_E,I,25
cifar100_strict,82,21,21,64,target_E,I,25
cifar100_strict,83,13,14,64,target_E,I,25
cifar100_strict,84,9,10,64,target_E,I,25
cifar100_strict,85,19,19,64,target_E,I,25
cifar100_strict,86,18,18,64,target_E,I,25
cifar100_strict,87,17,17,64,target_E,I,25
cifar100_strict,88,18,18,64,target_E,I,25
cifar100_strict,89,15,16,64,target_E,I,25
cifar100_strict,90,17,17,64,target_E,I,25
cifar100_strict,91,15,15,64,target_E,I,25
cifar100_strict,92,8,8,64,target_E,I,25
cifar100_strict,93,10,10,64,target_E,I,25
cifar100_strict,94,19,19,64,target_E,I,25
cifar100_strict,95,13,13,64,target_E,I,25
cifar100_strict,96,12,12,64,target_E,I,25
cifar100_strict,97,11,11,64,target_E,I,25
cifar100_strict,98,7,7,64,target_E,I,25
cifar100_strict,99,15,15,64,target_E,I,25
cifar100_strict,0,19,19,65,target_E,I,25
cifar100_strict,1,20,20,65,target_E,I,25
cifar100_strict,2,6,6,65,target_E,I,25
cifar100_strict,3,6,6,65,target_E,I,25
cifar100_strict,4,8,8,65,target_E,I,25
cifar100_strict,5,16,16,65,target_E,I,25
cifar100_strict,6,13,13,65,target_E,I,25
cifar100_strict,7,11,11,65,target_E,I,25
cifar100_strict,8,14,14,65,target_E,I,25
cifar100_strict,9,17,17,65,target_E,I,25
cifar100_strict,10,9,9,65,target_E,I,25
cifar100_strict,11,7,7,65,target_E,I,25
cifar100_strict,12,14,14,65,target_E,I,25
cifar100_strict,13,12,12,65,target_E,I,25
cifar100_strict,14,16,16,65,target_E,I,25
cifar100_strict,15,12,12,65,target_E,I,25
cifar100_strict,16,16,16,65,target_E,I,25
cifar100_strict,17,18,18,65,target_E,I,25
cifar100_strict,18,12,12,65,target_E,I,25
cifar100_strict,19,14,14,65,target_E,I,25
cifar100_strict,20,20,20,65,target_E,I,25
cifar100_strict,21,14,14,65,target_E,I,25
cifar100_strict,22,13,13,65,target_E,I,25
cifar100_strict,23,16,16,65,target_E,I,25
cifar100_strict,24,17,17,65,target_E,I,25
cifar100_strict,25,9,9,65,target_E,I,25
cifar100_strict,26,11,11,65,target_E,I,25
cifar100_strict,27,13,13,65,target_E,I,25
cifar100_strict,28,20,20,65,target_E,I,25
cifar100_strict,29,16,16,65,target_E,I,25
cifar100_strict,30,10,10,65,target_E,I,25
cifar100_strict,31,13,13,65,target_E,I,25
cifar100_strict,32,13,13,65,target_E,I,25
cifar100_strict,33,14,14,65,target_E,I,25
cifar100_strict,34,17,17,65,target_E,I,25
cifar100_strict,35,14,14,65,target_E,I,25
cifar100_strict,36,13,13,65,target_E,I,25
cifar100_strict,37,12,12,65,target_E,I,25
cifar100_strict,38,13,13,65,target_E,I,25
cifar100_strict,39,21,21,65,target_E,I,25
cifar100_strict,40,13,13,65,target_E,I,25
cifar100_strict,41,17,17,65,target_E,I,25
cifar100_strict,42,9,9,65,target_E,I,25
cifar100_strict,43,11,11,65,target_E,I,25
cifar100_strict,44,11,11,65,target_E,I,25
cifar100_strict,45,8,8,65,target_E,I,25
cifar100_strict,46,8,8,65,target_E,I,25
cifar100_strict,47,16,16,65,target_E,I,25
cifar100_strict,48,20,20,65,target_E,I,25
cifar100_strict,49,19,19,65,target_E,I,25
cifar100_strict,50,4,4,65,target_E,I,25
cifar100_strict,51,15,15,65,target_E,I,25
cifar100_strict,52,18,18,65,target_E,I,25
cifar100_strict,53,21,21,65,target_E,I,25
cifar100_strict,54,16,16,65,target_E,I,25
cifar100_strict,55,8,8,65,target_E,I,25
cifar100_strict,56,20,20,65,target_E,I,25
cifar100_strict,57,14,14,65,target_E,I,25
cifar100_strict,58,19,19,65,target_E,I,25
cifar100_strict,59,13,13,65,target_E,I,25
cifar100_strict,60,18,18,65,target_E,I,25
cifar100_strict,61,14,14,65,target_E,I,25
cifar100_strict,62,21,21,65,target_E,I,25
cifar100_strict,63,17,17,65,target_E,I,25
cifar100_strict,64,13,13,65,target_E,I,25
cifar100_strict,65,14,14,65,target_E,I,25
cifar100_strict,66,15,15,65,target_E,I,25
cifar100_strict,67,14,14,65,target_E,I,25
cifar100_strict,68,24,24,65,target_E,I,25
cifar100_strict,69,18,18,65,target_E,I,25
cifar100_strict,70,15,15,65,target_E,I,25
cifar100_strict,71,22,22,65,target_E,I,25
cifar100_strict,72,9,9,65,target_E,I,25
cifar100_strict,73,10,10,65,target_E,I,25
cifar100_strict,74,8,8,65,target_E,I,25
cifar100_strict,75,20,20,65,target_E,I,25
cifar100_strict,76,20,20,65,target_E,I,25
cifar100_strict,77,10,10,65,target_E,I,25
cifar100_strict,78,15,15,65,target_E,I,25
cifar100_strict,79,12,12,65,target_E,I,25
cifar100_strict,80,11,11,65,target_E,I,25
cifar100_strict,81,13,13,65,target_E,I,25
cifar100_strict,82,20,20,65,target_E,I,25
cifar100_strict,83,18,18,65,target_E,I,25
cifar100_strict,84,12,12,65,target_E,I,25
cifar100_strict,85,19,19,65,target_E,I,25
cifar100_strict,86,19,19,65,target_E,I,25
cifar100_strict,87,19,19,65,target_E,I,25
cifar100_strict,88,19,19,65,target_E,I,25
cifar100_strict,89,18,18,65,target_E,I,25
cifar100_strict,90,18,18,65,target_E,I,25
cifar100_strict,91,12,12,65,target_E,I,25
cifar100_strict,92,11,11,65,target_E,I,25
cifar100_strict,93,12,12,65,target_E,I,25
cifar100_strict,94,23,23,65,target_E,I,25
cifar100_strict,95,14,14,65,target_E,I,25
cifar100_strict,96,11,11,65,target_E,I,25
cifar100_strict,97,11,11,65,target_E,I,25
cifar100_strict,98,6,6,65,target_E,I,25
cifar100_strict,99,14,14,65,target_E,I,25
cifar100_strict,0,19,19,60,source_F,A,25
cifar100_strict,1,14,14,60,source_F,A,25
cifar100_strict,2,8,8,60,source_F,A,25
cifar100_strict,3,12,12,60,source_F,A,25
cifar100_strict,4,9,9,60,source_F,A,25
cifar100_strict,5,14,14,60,source_F,A,25
cifar100_strict,6,13,13,60,source_F,A,25
cifar100_strict,7,13,13,60,source_F,A,25
cifar100_strict,8,18,18,60,source_F,A,25
cifar100_strict,9,12,13,60,source_F,A,25
cifar100_strict,10,11,11,60,source_F,A,25
cifar100_strict,11,5,5,60,source_F,A,25
cifar100_strict,12,13,13,60,source_F,A,25
cifar100_strict,13,11,11,60,source_F,A,25
cifar100_strict,14,16,16,60,source_F,A,25
cifar100_strict,15,14,14,60,source_F,A,25
cifar100_strict,16,16,16,60,source_F,A,25
cifar100_strict,17,20,20,60,source_F,A,25
cifar100_strict,18,13,13,60,source_F,A,25
cifar100_strict,19,11,11,60,source_F,A,25
cifar100_strict,20,23,23,60,source_F,A,25
cifar100_strict,21,17,17,60,source_F,A,25
cifar100_strict,22,17,17,60,source_F,A,25
cifar100_strict,23,18,18,60,source_F,A,25
cifar100_strict,24,16,16,60,source_F,A,25
cifar100_strict,25,11,11,60,source_F,A,25
cifar100_strict,26,8,8,60,source_F,A,25
cifar100_strict,27,11,11,60,source_F,A,25
cifar100_strict,28,15,15,60,source_F,A,25
cifar100_strict,29,12,12,60,source_F,A,25
cifar100_strict,30,15,15,60,source_F,A,25
cifar100_strict,31,21,21,60,source_F,A,25
cifar100_strict,32,12,12,60,source_F,A,25
cifar100_strict,33,18,18,60,source_F,A,25
cifar100_strict,34,14,14,60,source_F,A,25
cifar100_strict,35,7,7,60,source_F,A,25
cifar100_strict,36,17,17,60,source_F,A,25
cifar100_strict,37,14,14,60,source_F,A,25
cifar100_strict,38,8,8,60,source_F,A,25
cifar100_strict,39,18,18,60,source_F,A,25
cifar100_strict,40,15,15,60,source_F,A,25
cifar100_strict,41,19,19,60,source_F,A,25
cifar100_strict,42,13,13,60,source_F,A,25
cifar100_strict,43,18,18,60,source_F,A,25
cifar100_strict,44,5,5,60,source_F,A,25
cifar100_strict,45,6,6,60,source_F,A,25
cifar100_strict,46,10,10,60,source_F,A,25
cifar100_strict,47,15,15,60,source_F,A,25
cifar100_strict,48,19,19,60,source_F,A,25
cifar100_strict,49,19,19,60,source_F,A,25
cifar100_strict,50,9,9,60,source_F,A,25
cifar100_strict,51,15,15,60,source_F,A,25
cifar100_strict,52,18,18,60,source_F,A,25
cifar100_strict,53,24,24,60,source_F,A,25
cifar100_strict,54,19,19,60,source_F,A,25
cifar100_strict,55,3,3,60,source_F,A,25
cifar100_strict,56,18,18,60,source_F,A,25
cifar100_strict,57,13,13,60,source_F,A,25
cifar100_strict,58,17,17,60,source_F,A,25
cifar100_strict,59,9,9,60,source_F,A,25
cifar100_strict,60,22,22,60,source_F,A,25
cifar100_strict,61,18,18,60,source_F,A,25
cifar100_strict,62,16,16,60,source_F,A,25
cifar100_strict,63,12,12,60,source_F,A,25
cifar100_strict,64,15,15,60,source_F,A,25
cifar100_strict,65,10,10,60,source_F,A,25
cifar100_strict,66,9,9,60,source_F,A,25
cifar100_strict,67,15,15,60,source_F,A,25
cifar100_strict,68,18,18,60,source_F,A,25
cifar100_strict,69,20,20,60,source_F,A,25
cifar100_strict,70,15,15,60,source_F,A,25
cifar100_strict,71,18,18,60,source_F,A,25
cifar100_strict,72,9,9,60,source_F,A,25
cifar100_strict,73,10,10,60,source_F,A,25
cifar100_strict,74,11,11,60,source_F,A,25
cifar100_strict,75,20,20,60,source_F,A,25
cifar100_strict,76,22,22,60,source_F,A,25
cifar100_strict,77,9,9,60,source_F,A,25
cifar100_strict,78,9,9,60,source_F,A,25
cifar100_strict,79,14,14,60,source_F,A,25
cifar100_strict,80,10,10,60,source_F,A,25
cifar100_strict,81,10,10,60,source_F,A,25
cifar100_strict,82,21,21,60,source_F,A,25
cifar100_strict,83,11,12,60,source_F,A,25
cifar100_strict,84,14,14,60,source_F,A,25
cifar100_strict,85,18,18,60,source_F,A,25
cifar100_strict,86,16,16,60,source_F,A,25
cifar100_strict,87,18,18,60,source_F,A,25
cifar100_strict,88,15,15,60,source_F,A,25
cifar100_strict,89,14,14,60,source_F,A,25
cifar100_strict,90,13,13,60,source_F,A,25
cifar100_strict,91,17,17,60,source_F,A,25
cifar100_strict,92,12,12,60,source_F,A,25
cifar100_strict,93,8,8,60,source_F,A,25
cifar100_strict,94,22,22,60,source_F,A,25
cifar100_strict,95,16,16,60,source_F,A,25
cifar100_strict,96,13,13,60,source_F,A,25
cifar100_strict,97,11,11,60,source_F,A,25
cifar100_strict,98,11,11,60,source_F,A,25
cifar100_strict,99,15,15,60,source_F,A,25
cifar100_strict,0,19,19,61,source_F,A,25
cifar100_strict,1,12,12,61,source_F,A,25
cifar100_strict,2,15,15,61,source_F,A,25
cifar100_strict,3,12,12,61,source_F,A,25
cifar100_strict,4,6,6,61,source_F,A,25
cifar100_strict,5,14,14,61,source_F,A,25
cifar100_strict,6,14,14,61,source_F,A,25
cifar100_strict,7,12,12,61,source_F,A,25
cifar100_strict,8,21,21,61,source_F,A,25
cifar100_strict,9,12,12,61,source_F,A,25
cifar100_strict,10,9,9,61,source_F,A,25
cifar100_strict,11,7,7,61,source_F,A,25
cifar100_strict,12,13,13,61,source_F,A,25
cifar100_strict,13,9,9,61,source_F,A,25
cifar100_strict,14,17,17,61,source_F,A,25
cifar100_strict,15,13,13,61,source_F,A,25
cifar100_strict,16,16,16,61,source_F,A,25
cifar100_strict,17,20,20,61,source_F,A,25
cifar100_strict,18,13,13,61,source_F,A,25
cifar100_strict,19,14,14,61,source_F,A,25
cifar100_strict,20,23,23,61,source_F,A,25
cifar100_strict,21,18,18,61,source_F,A,25
cifar100_strict,22,17,17,61,source_F,A,25
cifar100_strict,23,15,15,61,source_F,A,25
cifar100_strict,24,19,19,61,source_F,A,25
cifar100_strict,25,15,15,61,source_F,A,25
cifar100_strict,26,8,8,61,source_F,A,25
cifar100_strict,27,7,7,61,source_F,A,25
cifar100_strict,28,20,20,61,source_F,A,25
cifar100_strict,29,12,12,61,source_F,A,25
cifar100_strict,30,13,13,61,source_F,A,25
cifar100_strict,31,18,18,61,source_F,A,25
cifar100_strict,32,13,13,61,source_F,A,25
cifar100_strict,33,17,17,61,source_F,A,25
cifar100_strict,34,13,13,61,source_F,A,25
cifar100_strict,35,8,8,61,source_F,A,25
cifar100_strict,36,18,18,61,source_F,A,25
cifar100_strict,37,11,11,61,source_F,A,25
cifar100_strict,38,8,8,61,source_F,A,25
cifar100_strict,39,18,18,61,source_F,A,25
cifar100_strict,40,16,16,61,source_F,A,25
cifar100_strict,41,20,20,61,source_F,A,25
cifar100_strict,42,15,15,61,source_F,A,25
cifar100_strict,43,19,19,61,source_F,A,25
cifar100_strict,44,7,7,61,source_F,A,25
cifar100_strict,45,7,7,61,source_F,A,25
cifar100_strict,46,10,10,61,source_F,A,25
cifar100_strict,47,18,18,61,source_F,A,25
cifar100_strict,48,19,19,61,source_F,A,25
cifar100_strict,49,21,21,61,source_F,A,25
cifar100_strict,50,7,7,61,source_F,A,25
cifar100_strict,51,9,10,61,source_F,A,25
cifar100_strict,52,18,18,61,source_F,A,25
cifar100_strict,53,22,22,61,source_F,A,25
cifar100_strict,54,17,17,61,source_F,A,25
cifar100_strict,55,3,3,61,source_F,A,25
cifar100_strict,56,20,20,61,source_F,A,25
cifar100_strict,57,11,11,61,source_F,A,25
cifar100_strict,58,20,20,61,source_F,A,25
cifar100_strict,59,12,12,61,source_F,A,25
cifar100_strict,60,21,21,61,source_F,A,25
cifar100_strict,61,19,19,61,source_F,A,25
cifar100_strict,62,15,15,61,source_F,A,25
cifar100_strict,63,13,13,61,source_F,A,25
cifar100_strict,64,13,13,61,source_F,A,25
cifar100_strict,65,8,8,61,source_F,A,25
cifar100_strict,66,9,9,61,source_F,A,25
cifar100_strict,67,16,16,61,source_F,A,25
cifar100_strict,68,18,18,61,source_F,A,25
cifar100_strict,69,19,19,61,source_F,A,25
cifar100_strict,70,18,18,61,source_F,A,25
cifar100_strict,71,15,15,61,source_F,A,25
cifar100_strict,72,6,6,61,source_F,A,25
cifar100_strict,73,7,7,61,source_F,A,25
cifar100_strict,74,11,11,61,source_F,A,25
cifar100_strict,75,20,20,61,source_F,A,25
cifar100_strict,76,18,18,61,source_F,A,25
cifar100_strict,77,10,10,61,source_F,A,25
cifar100_strict,78,8,8,61,source_F,A,25
cifar100_strict,79,12,12,61,source_F,A,25
cifar100_strict,80,8,8,61,source_F,A,25
cifar100_strict,81,13,13,61,source_F,A,25
cifar100_strict,82,22,22,61,source_F,A,25
cifar100_strict,83,16,16,61,source_F,A,25
cifar100_strict,84,13,13,61,source_F,A,25
cifar100_strict,85,17,17,61,source_F,A,25
cifar100_strict,86,16,16,61,source_F,A,25
cifar100_strict,87,14,14,61,source_F,A,25
cifar100_strict,88,12,12,61,source_F,A,25
cifar100_strict,89,10,10,61,source_F,A,25
cifar100_strict,90,12,12,61,source_F,A,25
cifar100_strict,91,15,15,61,source_F,A,25
cifar100_strict,92,8,8,61,source_F,A,25
cifar100_strict,93,10,10,61,source_F,A,25
cifar100_strict,94,22,22,61,source_F,A,25
cifar100_strict,95,14,14,61,source_F,A,25
cifar100_strict,96,13,13,61,source_F,A,25
cifar100_strict,97,12,12,61,source_F,A,25
cifar100_strict,98,10,10,61,source_F,A,25
cifar100_strict,99,13,13,61,source_F,A,25
cifar100_strict,0,19,19,62,source_F,A,25
cifar100_strict,1,17,17,62,source_F,A,25
cifar100_strict,2,9,9,62,source_F,A,25
cifar100_strict,3,10,10,62,source_F,A,25
cifar100_strict,4,6,6,62,source_F,A,25
cifar100_strict,5,12,12,62,source_F,A,25
cifar100_strict,6,10,10,62,source_F,A,25
cifar100_strict,7,12,12,62,source_F,A,25
cifar100_strict,8,20,20,62,source_F,A,25
cifar100_strict,9,15,15,62,source_F,A,25
cifar100_strict,10,11,11,62,source_F,A,25
cifar100_strict,11,5,5,62,source_F,A,25
cifar100_strict,12,13,13,62,source_F,A,25
cifar100_strict,13,10,10,62,source_F,A,25
cifar100_strict,14,11,11,62,source_F,A,25
cifar100_strict,15,13,13,62,source_F,A,25
cifar100_strict,16,14,14,62,source_F,A,25
cifar100_strict,17,18,18,62,source_F,A,25
cifar100_strict,18,14,14,62,source_F,A,25
cifar100_strict,19,13,13,62,source_F,A,25
cifar100_strict,20,20,20,62,source_F,A,25
cifar100_strict,21,17,17,62,source_F,A,25
cifar100_strict,22,17,17,62,source_F,A,25
cifar100_strict,23,17,17,62,source_F,A,25
cifar100_strict,24,16,16,62,source_F,A,25
cifar100_strict,25,14,14,62,source_F,A,25
cifar100_strict,26,11,11,62,source_F,A,25
cifar100_strict,27,10,10,62,source_F,A,25
cifar100_strict,28,19,19,62,source_F,A,25
cifar100_strict,29,13,13,62,source_F,A,25
cifar100_strict,30,16,16,62,source_F,A,25
cifar100_strict,31,16,16,62,source_F,A,25
cifar100_strict,32,8,8,62,source_F,A,25
cifar100_strict,33,14,14,62,source_F,A,25
cifar100_strict,34,12,12,62,source_F,A,25
cifar100_strict,35,7,7,62,source_F,A,25
cifar100_strict,36,16,16,62,source_F,A,25
cifar100_strict,37,13,13,62,source_F,A,25
cifar100_strict,38,11,11,62,source_F,A,25
cifar100_strict,39,17,17,62,source_F,A,25
cifar100_strict,40,17,17,62,source_F,A,25
cifar100_strict,41,21,21,62,source_F,A,25
cifar100_strict,42,14,14,62,source_F,A,25
cifar100_strict,43,16,16,62,source_F,A,25
cifar100_strict,44,8,8,62,source_F,A,25
cifar100_strict,45,7,7,62,source_F,A,25
cifar100_strict,46,5,5,62,source_F,A,25
cifar100_strict,47,15,15,62,source_F,A,25
cifar100_strict,48,18,18,62,source_F,A,25
cifar100_strict,49,17,18,62,source_F,A,25
cifar100_strict,50,7,7,62,source_F,A,25
cifar100_strict,51,13,13,62,source_F,A,25
cifar100_strict,52,20,20,62,source_F,A,25
cifar100_strict,53,19,19,62,source_F,A,25
cifar100_strict,54,17,17,62,source_F,A,25
cifar100_strict,55,6,6,62,source_F,A,25
cifar100_strict,56,19,19,62,source_F,A,25
cifar100_strict,57,13,13,62,source_F,A,25
cifar100_strict,58,18,18,62,source_F,A,25
cifar100_strict,59,15,15,62,source_F,A,25
cifar100_strict,60,22,22,62,source_F,A,25
cifar100_strict,61,14,14,62,source_F,A,25
cifar100_strict,62,17,17,62,source_F,A,25
cifar100_strict,63,12,12,62,source_F,A,25
cifar100_strict,64,10,10,62,source_F,A,25
cifar100_strict,65,13,13,62,source_F,A,25
cifar100_strict,66,11,11,62,source_F,A,25
cifar100_strict,67,13,13,62,source_F,A,25
cifar100_strict,68,20,20,62,source_F,A,25
cifar100_strict,69,20,20,62,source_F,A,25
cifar100_strict,70,15,15,62,source_F,A,25
cifar100_strict,71,16,16,62,source_F,A,25
cifar100_strict,72,6,6,62,source_F,A,25
cifar100_strict,73,12,12,62,source_F,A,25
