actual_saving_percent,batch_size,dataset,device,dynamic_latency_ms,early_fraction_percent,exit8_latency_ms,final_latency_ms,forced_fallback_latency_ms,forced_fallback_overhead_percent,isolated_expected_saving_percent,mac_saving_percent,rounds,seed
-20.834591406015797,16,cifar10,cuda,5.5088861152,58.847500000000004,2.1533214604,4.560965037000001,5.3200625292,16.704480813104254,,33.12424385070322,5,54
-20.593765349391234,16,cifar10,cuda,5.487474325999999,58.7,2.1747157873999994,4.5511920431999995,5.319549285199999,16.88716794079371,,33.04119245156841,5,55
-21.268384994420526,16,cifar10,cuda,5.494349237600001,57.80625,2.1700197996,4.5308332842,5.391756547800001,19.029596486087737,,32.53795727884475,5,56
-21.119053722041368,32,cifar10,cuda,5.4791626592,58.821875,2.1634180025999994,4.523871301,5.240829627,15.855829001944173,,33.109815429667094,5,54
-19.173088117253855,32,cifar10,cuda,5.546996678000001,58.74187500000001,2.1896343262,4.660522354399999,5.3597386252,15.120809182976496,,33.0647706030177,5,55
-21.671002998215318,32,cifar10,cuda,5.512882117199999,57.865625,2.1618385524,4.5314534068,5.307231826,17.119192490607922,,32.57138898612359,5,56
0.3371360319959438,1,cifar100,cuda,4.5246898422,26.860000000000003,2.1234495214000004,4.540755587800001,5.3009365352,16.742628669819844,2.0390497362924687,15.237902402002012,5,66
-3.621177306486998,1,cifar100,cuda,4.702295950600001,25.98,2.1363466559999997,4.5401090544,5.282748571800001,16.377420657059737,1.6308410100260715,14.735310865418139,5,67
-2.009909315689238,1,cifar100,cuda,4.575652882,25.76,2.1349757096,4.4858711721999995,5.360849396000001,19.452913248279803,-0.9498808860031005,14.609662981272175,5,68
-19.438145482005524,4,cifar100,cuda,5.436960034799999,26.809999999999995,2.182354074,4.5522574972,5.292858524000001,16.26899764130992,,15.209346064696103,5,66
-17.92052754105009,4,cifar100,cuda,5.4173960696000005,26.734999999999996,2.1499362216,4.5941837984,5.349141971,16.43184231060045,,15.166511558737259,5,67
-18.27611939986374,4,cifar100,cuda,5.4002605646,26.375,2.1456680054,4.5668189356,5.3294105594,16.710361783771994,,14.960905930134766,5,68
-20.950704641027418,8,cifar100,cuda,5.492288590399999,26.945,2.1274033906,4.540677497999999,5.28799477,16.469910180720607,,15.286448175422038,5,66
-20.217165078936848,8,cifar100,cuda,5.497480471,26.607499999999998,2.1556976002,4.5736026296,5.3262875098,16.473625875322675,,15.093692898607213,5,67
-20.637964092939132,8,cifar100,cuda,5.4959402544,26.455000000000002,2.1742858675999996,4.5559148792,5.3856254994,18.222741781752905,,15.006596069824209,5,68
-21.54010759063231,16,cifar100,cuda,5.530613014399999,26.823749999999997,2.1743272278,4.5514776452,5.381045740599999,18.237120205838057,,15.217199057455238,5,66
-20.686295110979135,16,cifar100,cuda,5.520593268200001,26.615,2.1799055110000003,4.5746787638,5.266168460000001,15.12328489995102,,15.09797634920309,5,67
-20.84096499205372,16,cifar100,cuda,5.549910033,26.365000000000002,2.167909796,4.5925422162,5.3318652022,16.111610126316855,,14.955194662673582,5,68
-19.925243312373674,32,cifar100,cuda,5.5290233782,26.861874999999998,2.1769492262,4.611004100400001,5.3920404002,16.943794463294136,,15.23897326465098,5,66
-22.130371254568132,32,cifar100,cuda,5.5684920581999995,26.658749999999998,2.175605571,4.5585066518,5.335645919799999,17.050472846326684,,15.12296314434576,5,67
-20.401541218807097,32,cifar100,cuda,5.5495408652,26.39375,2.1744488248000002,4.6089982774,5.3080889568,15.178129621388731,,14.971614556624482,5,68
