device,dataset,batch_size,seeds,rounds_per_seed,positive_speedup_seeds,actual_saving_percent_mean,actual_saving_percent_sample_sd,actual_saving_percent_ci95_low,actual_saving_percent_ci95_high,early_fraction_percent_mean,early_fraction_percent_sample_sd,early_fraction_percent_ci95_low,early_fraction_percent_ci95_high,mac_saving_percent_mean,mac_saving_percent_sample_sd,mac_saving_percent_ci95_low,mac_saving_percent_ci95_high,final_latency_ms_mean,final_latency_ms_sample_sd,final_latency_ms_ci95_low,final_latency_ms_ci95_high,dynamic_latency_ms_mean,dynamic_latency_ms_sample_sd,dynamic_latency_ms_ci95_low,dynamic_latency_ms_ci95_high,exit8_latency_ms_mean,exit8_latency_ms_sample_sd,exit8_latency_ms_ci95_low,exit8_latency_ms_ci95_high,forced_fallback_latency_ms_mean,forced_fallback_latency_ms_sample_sd,forced_fallback_latency_ms_ci95_low,forced_fallback_latency_ms_ci95_high,forced_fallback_overhead_percent_mean,forced_fallback_overhead_percent_sample_sd,forced_fallback_overhead_percent_ci95_low,forced_fallback_overhead_percent_ci95_high,isolated_expected_saving_percent_mean,isolated_expected_saving_percent_sample_sd,isolated_expected_saving_percent_ci95_low,isolated_expected_saving_percent_ci95_high
cuda,cifar10,1,3,5,3,17.141099557513517,1.4516214005664798,13.535072093227178,20.747127021799855,57.946666666666665,1.0159396307524027,55.422932717084194,60.47040061624914,32.61702033395331,0.5720353069185986,31.196005855601758,34.03803481230487,4.456411745066667,0.013452736499418467,4.422993295002636,4.489830195130699,3.692088410666667,0.054392901844370664,3.556968951945206,3.8272078693881277,2.1143539444666666,0.012630905398964182,2.0829770360319375,2.1457308529013956,5.262511998466667,0.007860695236422976,5.242984948989534,5.282039047943799,18.091040467060036,0.2432134892704344,17.486864666364454,18.69521626775562,22.84277978723419,0.9851691043690747,20.395484062650002,25.290075511818376
cuda,cifar10,4,3,5,0,-14.73308812414715,3.695683933133617,-23.913675953040382,-5.552500295253916,58.42333333333334,0.5016057548845795,57.177275561209,59.66939110545768,32.8854124260726,0.2824343034389142,32.18380672181675,33.587018130328445,4.571962359466667,0.1694724165314419,4.150969538464669,4.992955180468665,5.251381846666667,0.36211685830033313,4.351833702913407,6.150929990419927,2.1586790769333333,0.07223710563873546,1.9792321586306818,2.3381259952359845,5.356716479266667,0.16438253025214947,4.948367636719423,5.7650653218139105,17.491052729956067,1.1320577310796276,14.6788654283375,20.303240031574635,,,,
cuda,cifar10,8,3,5,0,-19.237257672535204,0.31693226120326484,-20.024561054650782,-18.449954290419626,58.49583333333333,0.5157175422005084,57.21471993815773,59.77694672850893,32.926234300223605,0.29038009110589363,32.204890165174895,33.647578435272315,4.4931160402,0.003265217242585543,4.485004790910737,4.501227289489264,5.356574775866666,0.010954397140749432,5.329362544820178,5.383787006913154,2.133619049666667,0.005820217863663513,2.119160826981117,2.1480772723522175,5.254150889400001,0.027000835788090198,5.187077094970859,5.321224683829143,16.95156447725154,0.5432654863209483,15.602018195206014,18.301110759297067,,,,
cuda,cifar10,16,3,5,0,-20.35997128518748,0.5095605543608827,-21.625789874680066,-19.094152695694895,58.45125000000001,0.563433946882865,57.051602484485294,59.850897515514724,32.90113119370546,0.31724730582150595,32.113045197372834,33.689217190038086,4.541702071933334,0.011676429871144894,4.512696212152174,4.570707931714494,5.466176595133334,0.010778111534988939,5.439402281808148,5.4929509084585195,2.1510870690000004,0.008956409037465468,2.128838115548447,2.173336022451554,5.261189300400001,0.038001159572901545,5.166789186815884,5.355589413984117,15.846912298534425,0.762461183165161,13.952853719711545,17.740970877357306,,,,
cuda,cifar10,32,3,5,0,-20.385879987421518,0.7166635446812091,-22.166170925378715,-18.60558904946432,58.47645833333333,0.5305073240147905,57.15860508340477,59.794311583261894,32.91532500626946,0.2987076305809835,32.17329411636485,33.657355896174074,4.561033063866668,0.03774743524138148,4.467263236462861,4.654802891270474,5.4906214570000005,0.054456547997520664,5.3553438924692935,5.625899021530707,2.1680362029333335,0.027462235393032355,2.0998162283453827,2.2362561775212844,5.3134008062,0.04633168033760609,5.1983065318260175,5.428495080573982,16.50684907000225,0.5411386349263839,15.162586179713184,17.851111960291316,,,,
cuda,cifar100,1,3,5,1,-0.04351805039929957,2.7384988045294576,-6.846326204229818,6.759290103431219,26.200000000000003,0.582065288434211,24.754069666317665,27.64593033368234,14.860958749564107,0.33243305421168584,14.03514926297475,15.686768236153464,4.7569689841333345,0.447429822979144,3.645491687522842,5.868446280743827,4.739866469933333,0.2994691495319011,3.995943862084558,5.483789077782109,2.2082860949333334,0.13422143496644665,1.8748615666120707,2.541710623254596,5.541806448533333,0.414988357416439,4.510918219950607,6.5726946771160595,16.766570642994928,2.000249863954679,11.79767452308322,21.735466762906636,1.6006109020984012,1.8855469255748158,-3.083347322938847,6.284569127135649
cuda,cifar100,4,3,5,0,-18.44716902405777,0.9027078072630187,-20.689619530743496,-16.204718517372047,26.639999999999997,0.23254031908466707,26.06233782386648,27.217662176133516,15.112254517856043,0.132809995780074,14.782336198845448,15.442172836866638,4.5085946024,0.03008270555451294,4.433865019061479,4.583324185738521,5.339804413866667,0.02456389670279749,5.2787843117204645,5.40082451601287,2.1325179164,0.011532373355996198,2.10386991284074,2.16116591995926,5.28605266,0.03777215617575535,5.192221422390846,5.3798838976091545,17.258940652358078,0.9957518594443496,14.785355906797509,19.732525397918646,,,,
cuda,cifar100,8,3,5,0,-19.506575933228774,1.8870978948467403,-24.194386979524126,-14.81876488693342,26.669166666666666,0.2507530325506217,26.046261602179626,27.292071731153705,15.128912381284486,0.14321176355986165,14.773154638663572,15.484670123905401,5.004517807866667,0.8118656952138108,2.9877316175346325,7.021303998198701,5.970528885466667,0.8753242370651543,3.7961029381909777,8.144954832742357,2.308409500266667,0.3088902334087025,1.5410836226742564,3.0757353778590772,5.682669717466666,0.711850592569531,3.914334815354789,7.451004619578543,14.003224175835024,3.874546705097842,4.378316589882765,23.628131761787284,,,,
cuda,cifar100,16,3,5,0,-21.787678939013528,0.5824143156135859,-23.234476304274565,-20.34088157375249,26.601250000000004,0.2296838860259875,26.030683596948553,27.171816403051455,15.09012335644397,0.13117861046177268,14.764257623224912,15.415989089663027,4.491781309866667,0.036757724277187105,4.400470060792718,4.583092558940616,5.4700828928666665,0.028739195945987388,5.398690772412742,5.541475013320591,2.147204740266667,0.01481469697952123,2.1104029928121406,2.1840064877211933,5.303494716666667,0.01886620381007819,5.256628468305065,5.350360965028269,18.08097149744272,1.1633094548842289,15.1911506101649,20.970792384720543,,,,
cuda,cifar100,32,3,5,0,-22.44176945923206,4.295421409501589,-33.112187770302484,-11.771351148161635,26.638125,0.23474304435914448,26.054990950943594,27.221259049056403,15.111183655207073,0.13406803109867702,14.778140203218861,15.444227107195285,4.8112402084,0.4441398204116389,3.7079357312391013,5.914544685560899,5.887226035466667,0.504135585071722,4.6348838167702056,7.1395682541631285,2.2760887791333335,0.20726298176480212,1.761218989887948,2.790958568378719,5.676556042066667,0.46762830104901787,4.514902944363461,6.838209139769873,18.080141477606897,4.5340936054850385,6.8168285637550685,29.343454391458728,,,,
